step,global_step,lr_applied,lr_next,mean_flow_loss,mean_teaching_loss,mean_total_loss,writer_grad_norm,text_meta_grad_norm,vl_meta_grad_norm,meta_grad_norm,total_grad_norm,seconds,gradient_sync_seconds,optimizer_seconds,peak_allocated_gib,peak_reserved_gib,condition_exposures,task_exposures,supervised_queries,teaching_queries,total_queries,optimizer_updates,rank_peak_allocated_gib_max,rank_peak_reserved_gib_max
81,81,0.00016092715231788077,0.0001629139072847682,0.12286675783495109,0.05741746537387371,0.14200591295957565,0.6023707985877991,0.0003727426228579134,0.005454563070088625,0.0001881541684269905,0.6023707985877991,7.96711896546185,0.030797685496509075,0.006535498425364494,20.672264099121094,21.271484375,324,324,6804,2268,9072,81,20.672264099121094,21.271484375
82,82,0.0001629139072847682,0.00016490066225165564,0.09524987859740143,0.06241842731833458,0.11605602103684629,0.3801652193069458,0.00014221775927580893,0.002180232433602214,6.130625115474686e-05,0.3801652193069458,7.749365917406976,0.03448806330561638,0.006773287430405617,20.672264099121094,21.271484375,328,328,6888,2296,9184,82,20.672264099121094,21.271484375
83,83,0.00016490066225165564,0.00016688741721854303,0.0985905672645285,0.0625541084446013,0.11944193674606225,1.148472547531128,0.00020010076696053147,0.004241478629410267,0.00011869908485095948,1.148472547531128,14.828139367513359,0.03253177087754011,0.00643700547516346,20.672264099121094,21.271484375,332,332,6972,2324,9296,83,20.672264099121094,21.271484375
84,84,0.00016688741721854303,0.00016887417218543045,0.12343341058918407,0.08130688406527042,0.15053570527760754,1.143734335899353,0.00043650009320117533,0.007746282033622265,0.0001279818534385413,1.143734335899353,8.306312084197998,0.031931024976074696,0.006341180764138699,20.672264099121094,21.271484375,336,336,7056,2352,9408,84,20.672264099121094,21.271484375
85,85,0.00016887417218543045,0.00017086092715231787,0.09441568671415249,0.061964153312146664,0.11507040448486805,0.593097984790802,0.0005247049848549068,0.005640604067593813,9.994929132517427e-05,0.593097984790802,6.8921469217166305,0.03165280167013407,0.006362625397741795,20.672264099121094,21.271484375,340,340,7140,2380,9520,85,20.672264099121094,21.271484375
86,86,0.00017086092715231787,0.00017284768211920526,0.09000735565842617,0.05478171445429325,0.10826792714319058,0.6416778564453125,0.0003100410394836217,0.00400210777297616,6.070463132346049e-05,0.6416778564453125,8.532204515300691,0.034239684231579304,0.006328794173896313,20.672264099121094,21.271484375,344,344,7224,2408,9632,86,20.672264099121094,21.271484375
87,87,0.00017284768211920526,0.0001748344370860927,0.1268424185081607,0.07824265770614147,0.15292330441020785,0.485561728477478,0.00037085002986714244,0.0034522227942943573,0.00012189843255328014,0.485561728477478,10.48032527975738,0.03255121782422066,0.006379017606377602,20.672264099121094,21.271484375,348,348,7308,2436,9744,87,20.672264099121094,21.271484375
88,88,0.0001748344370860927,0.00017682119205298012,0.12980461413306849,0.06705757696181536,0.15215713978700693,0.9469553232192993,0.0012821462005376816,0.011678905226290226,0.00022995595645625144,0.9469553232192993,10.71429514978081,0.032313902862370014,0.006310795433819294,20.672264099121094,21.271484375,352,352,7392,2464,9856,88,20.672264099121094,21.271484375
89,89,0.00017682119205298012,0.00017880794701986754,0.10130825115456467,0.05253881635144353,0.11882118993837917,0.34701043367385864,0.0005235613789409399,0.005135873798280954,0.00019914255244657397,0.34701043367385864,11.78417999111116,0.03051280789077282,0.006351218558847904,20.672264099121094,21.271484375,356,356,7476,2492,9968,89,20.672264099121094,21.271484375
90,90,0.00017880794701986754,0.00018079470198675493,0.1365240735134908,0.09696749225258827,0.16884657093102023,0.7864883542060852,0.00048497295938432217,0.006822425406426191,0.000669063359964639,0.7864883542060852,7.936889129690826,0.031117195263504982,0.006611790508031845,20.672264099121094,21.271484375,360,360,7560,2520,10080,90,20.672264099121094,21.271484375
91,91,0.00018079470198675493,0.00018278145695364238,0.14361040826354707,0.10090992785990238,0.17724705088351453,1.2453275918960571,0.0005799462087452412,0.012866062112152576,0.0002854612248484045,1.2453275918960571,8.707963321357965,0.034028890542685986,0.006652341224253178,20.672264099121094,21.271484375,364,364,7644,2548,10192,91,20.672264099121094,21.271484375
92,92,0.00018278145695364238,0.0001847682119205298,0.11792135495869886,0.06669596675783396,0.14015334387797684,0.5140437483787537,0.00016106107796076685,0.0024130826350301504,0.00025739072589203715,0.5140437483787537,8.338649864308536,0.030897987075150013,0.006433856673538685,20.672264099121094,21.271484375,368,368,7728,2576,10304,92,20.672264099121094,21.271484375
93,93,0.0001847682119205298,0.00018675496688741718,0.08871623155261789,0.07458764594048262,0.11357878019944542,0.41475123167037964,0.00020039372611790895,0.003378914436325431,8.221968164434657e-05,0.41475123167037964,11.610448464751244,0.03086014185100794,0.006274557672441006,20.672264099121094,21.271484375,372,372,7812,2604,10416,93,20.672264099121094,21.271484375
94,94,0.00018675496688741718,0.00018874172185430463,0.10854096276064713,0.06011017318814993,0.1285776871566971,1.231225609779358,0.00013571539602708071,0.0023574999067932367,0.000170810628333129,1.231225609779358,7.399997589178383,0.03113308921456337,0.0062914155423641205,20.672264099121094,21.271484375,376,376,7896,2632,10528,94,20.672264099121094,21.271484375
95,95,0.00018874172185430463,0.00019072847682119205,0.14287829470066796,0.10940085723996162,0.1793452471139885,0.6662042140960693,0.00046876483247615397,0.010363866575062275,0.0005755090387538075,0.6662042140960693,8.37808813340962,0.03206813335418701,0.006358642131090164,20.672264099121094,21.271484375,380,380,7980,2660,10640,95,20.672264099121094,21.271484375
96,96,0.00019072847682119205,0.00019271523178807944,0.09880275124063094,0.07105244882404804,0.12248690084864695,0.46906834840774536,0.0002470207982696593,0.004396805539727211,0.00015736345085315406,0.46906834840774536,15.201051966287196,0.030949067324399948,0.006648547016084194,20.672264099121094,21.271484375,384,384,8064,2688,10752,96,20.672264099121094,21.271484375
97,97,0.00019271523178807944,0.00019470198675496686,0.09300808169479881,0.07120900647714734,0.11674441718718126,0.4594968259334564,0.0003011181834153831,0.007626083679497242,0.00021385746367741376,0.4594968259334564,11.171084339730442,0.030592267401516438,0.006437615491449833,20.672264099121094,21.271484375,388,388,8148,2716,10864,97,20.672264099121094,21.271484375
98,98,0.00019470198675496686,0.0001966887417218543,0.11592577362344378,0.06217037979513407,0.13664923355515513,0.5892094969749451,0.00014007346180733293,0.0023235189728438854,0.0001237386604771018,0.5892094969749451,9.879404528997838,0.03362954780459404,0.0068368203938007355,20.672264099121094,21.271484375,392,392,8232,2744,10976,98,20.672264099121094,21.271484375
99,99,0.0001966887417218543,0.00019867549668874172,0.13408413032690683,0.06497912900522351,0.15574383999531466,1.616988182067871,0.0006097571458667517,0.013990860432386398,0.0004376377328298986,1.616988182067871,10.437469309195876,0.032691773027181625,0.006282876245677471,20.672264099121094,21.271484375,396,396,8316,2772,11088,99,20.672264099121094,21.271484375
100,100,0.00019867549668874172,0.0002006622516556291,0.10440994896704242,0.057500701397657394,0.12357684943292821,0.7673074007034302,0.00040219747461378574,0.009182476438581944,0.0005075867520645261,0.767307460308075,8.822704865597188,0.034679668955504894,0.00673510879278183,20.672264099121094,21.271484375,400,400,8400,2800,11200,100,20.672264099121094,21.271484375
101,101,0.0002006622516556291,0.00020264900662251653,0.1251424837502695,0.07658861670643091,0.15067202265241317,0.7010161876678467,0.0002255067229270935,0.010284452699124813,0.0007833823328837752,0.7010161876678467,16.105578024871647,0.03115169331431389,0.006657876074314117,20.674336910247803,21.271484375,404,404,8484,2828,11312,101,20.674336910247803,21.271484375
102,102,0.00020264900662251653,0.00020463576158940398,0.10557754231350763,0.06978719495236874,0.12883994063096388,1.121205449104309,0.000232040518312715,0.005827226676046848,3.8540398236364126e-05,1.1212055683135986,8.30865005031228,0.030353565700352192,0.0062409136444330215,20.674336910247803,21.271484375,408,408,8568,2856,11424,102,20.674336910247803,21.271484375
103,103,0.00020463576158940398,0.00020662251655629137,0.1301373929849693,0.0965881822630763,0.16233345373932803,0.809306800365448,0.000227469572564587,0.005928782280534506,6.954836135264486e-05,0.809306800365448,7.492715265601873,0.03148827329277992,0.0067584328353405,20.674336910247803,21.271484375,412,412,8652,2884,11536,103,20.674336910247803,21.271484375
104,104,0.00020662251655629137,0.00020860927152317879,0.11003809324687436,0.06288587441667914,0.1310000513857674,0.4752790331840515,0.00028131535509601235,0.006778397131711245,0.00044551919563673437,0.4752790331840515,9.552744056098163,0.03031077329069376,0.006236518733203411,20.674336910247803,21.271484375,416,416,8736,2912,11648,104,20.674336910247803,21.271484375
105,105,0.00020860927152317879,0.0002105960264900662,0.11209041829265298,0.08962665684521198,0.1419659705743903,1.070396900177002,0.00047608217573724687,0.013904593884944916,0.0008084535948000848,1.070396900177002,9.32167446333915,0.030620306730270386,0.006248003803193569,20.674336910247803,21.271484375,420,420,8820,2940,11760,105,20.674336910247803,21.271484375
106,106,0.0002105960264900662,0.00021258278145695362,0.11585906147956845,0.06262306217104197,0.13673341553658244,0.6966785788536072,0.0004928043927066028,0.008005677722394466,0.0001431015698472038,0.6966785788536072,9.509258603677154,0.033386400900781155,0.006233056075870991,20.674336910247803,21.271484375,424,424,8904,2968,11872,106,20.674336910247803,21.271484375
107,107,0.00021258278145695362,0.00021456953642384104,0.13410997293179944,0.04491706332191825,0.14908232737243884,0.48757943511009216,0.00030448049074038863,0.0041911061853170395,0.0003889350045938045,0.48757943511009216,11.384953095577657,0.03301751520484686,0.006304316222667694,20.674336910247803,21.271484375,428,428,8988,2996,11984,107,20.674336910247803,21.271484375
108,108,0.00021456953642384104,0.00021655629139072846,0.08272689075342246,0.06325650541111827,0.10381239255712855,0.4755946397781372,0.0001775841519702226,0.005031709559261799,0.00012336266809143126,0.4755946397781372,11.837281019426882,0.032539370469748974,0.006343500688672066,20.674336910247803,21.271484375,432,432,9072,3024,12096,108,20.674336910247803,21.271484375
109,109,0.00021655629139072846,0.00021854304635761585,0.12893627774679944,0.0628791875205934,0.14989600692033056,0.8975978493690491,0.0004534314794000238,0.006364659406244755,0.00024400715483352542,0.8975978493690491,7.021867834031582,0.0324941398575902,0.006766291335225105,20.674336910247803,21.271484375,436,436,9156,3052,12208,109,20.674336910247803,21.271484375
110,110,0.00021854304635761585,0.0002205298013245033,0.10695908342798549,0.05454881954938173,0.1251420232777794,0.39344578981399536,0.00011368520063115284,0.004019900690764189,0.00028054803260602057,0.39344578981399536,10.69293802510947,0.03234050050377846,0.006417348049581051,20.674336910247803,21.271484375,440,440,9240,3080,12320,110,20.674336910247803,21.271484375
111,111,0.0002205298013245033,0.00022251655629139071,0.10570298090931915,0.046141291968524456,0.12108341156549396,0.3719044029712677,0.0002085009473375976,0.0032952616456896067,0.0001629993785172701,0.3719044029712677,11.636681054718792,0.033033376559615135,0.006404925137758255,20.674336910247803,21.271484375,444,444,9324,3108,12432,111,20.674336910247803,21.271484375
112,112,0.00022251655629139071,0.00022450331125827813,0.11183343535023076,0.033209499437361956,0.12290326849601807,0.49981752038002014,0.0005423242109827697,0.006766212172806263,0.00010826093784999102,0.49981755018234253,10.31971731223166,0.03566935192793608,0.006503719836473465,20.674336910247803,21.271484375,448,448,9408,3136,12544,112,20.674336910247803,21.271484375
113,113,0.00022450331125827813,0.00022649006622516552,0.1144901779258535,0.08088471600785851,0.141451749928473,1.5187596082687378,0.0004225830198265612,0.01530980784446001,0.0005082774441689253,1.5187596082687378,7.2382038831710815,0.03138373699039221,0.0063920170068740845,20.674336910247803,21.271484375,452,452,9492,3164,12656,113,20.674336910247803,21.271484375
114,114,0.00022649006622516552,0.00022847682119205297,0.12164685609085218,0.061427279841154814,0.1421226160379038,0.579154908657074,0.0003735089849215001,0.005433210171759129,0.0005172305973246694,0.5791549682617188,14.842828168533742,0.035995504818856716,0.0067389290779829025,20.674336910247803,21.271484375,456,456,9576,3192,12768,114,20.674336910247803,21.271484375
115,115,0.00022847682119205297,0.0002304635761589404,0.1456877787907918,0.06028609024360776,0.16578314220532775,0.6850597858428955,0.00035778540768660605,0.010912159457802773,0.000378489145077765,0.6850597858428955,7.325403549708426,0.030984383076429367,0.00644623301923275,20.674336910247803,21.271484375,460,460,9660,3220,12880,115,20.674336910247803,21.271484375
116,116,0.0002304635761589404,0.00023245033112582778,0.08303972692894084,0.06720800045877695,0.10544239374853315,0.3464381694793701,0.00013101656804792583,0.002274945843964815,0.0001720641739666462,0.3464381992816925,8.402385322377086,0.03171080257743597,0.006443904712796211,20.674336910247803,21.271484375,464,464,9744,3248,12992,116,20.674336910247803,21.271484375
117,117,0.00023245033112582778,0.0002344370860927152,0.08740152263393004,0.03935945779085159,0.10052134189754725,0.35636529326438904,0.0007629770552739501,0.008629429154098034,0.0006433969247154891,0.35636529326438904,9.190679959021509,0.03161807917058468,0.006519239395856857,20.674336910247803,21.271484375,468,468,9828,3276,13104,117,20.674336910247803,21.271484375
118,118,0.0002344370860927152,0.00023642384105960264,0.10130155960186607,0.07567708427086473,0.12652725435882095,0.28337565064430237,0.00017318001482635736,0.0025201106909662485,0.00011496063234517351,0.28337565064430237,11.19136886484921,0.031100766733288765,0.007097884081304073,20.674336910247803,21.271484375,472,472,9912,3304,13216,118,20.674336910247803,21.271484375
119,119,0.00023642384105960264,0.00023841059602649003,0.11867226354245627,0.06273152166977525,0.13958277076571468,0.6720147132873535,0.001231460366398096,0.010603344067931175,0.00027537241112440825,0.6720147132873535,10.842252789996564,0.031396775506436825,0.006347925402224064,20.674336910247803,21.271484375,476,476,9996,3332,13328,119,20.674336910247803,21.271484375
120,120,0.00023841059602649003,0.00024039735099337745,0.11309109690288703,0.0609125392511487,0.13339527665326992,0.46510010957717896,0.0005911060143262148,0.009217942133545876,0.00016511765716131777,0.46510010957717896,7.4099472258239985,0.03025844506919384,0.006466175429522991,20.674336910247803,21.271484375,480,480,10080,3360,13440,120,20.674336910247803,21.271484375
121,121,0.00024039735099337745,0.0002423841059602649,0.10262352183815979,0.061904032714664936,0.12325819940971476,0.5106938481330872,0.0001797249133232981,0.006087865214794874,0.00011169455683557317,0.5106938481330872,7.513706356287003,0.03403663635253906,0.006495441310107708,20.674336910247803,21.271484375,484,484,10164,3388,13552,121,20.674336910247803,21.271484375
122,122,0.0002423841059602649,0.0002443708609271523,0.12684788031592256,0.13919381517916918,0.17324581870897895,0.415913462638855,0.0003534836578182876,0.004680061247199774,0.0001051012659445405,0.415913462638855,10.15040595177561,0.031045086681842804,0.006944282911717892,20.674336910247803,21.271484375,488,488,10248,3416,13664,122,20.674336910247803,21.271484375
123,123,0.0002443708609271523,0.0002463576158940397,0.10079924026060672,0.07404680643230677,0.12548150907137565,0.3913186192512512,0.000321277417242527,0.004678716417402029,0.00013343080354388803,0.3913186192512512,8.690673040226102,0.03257458284497261,0.006391370669007301,20.674336910247803,21.271484375,492,492,10332,3444,13776,123,20.674336910247803,21.271484375
